twitter,instagram,facebook,snapchat,youtube,whatsapp,pinterest,twitter_usage,instagram_usage,facebook_usage,snapchat_usage,youtube_usage,books,age,education
2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,5.0,3.0,3.0,70,6
2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,3.0,3.0,6.0,25,3
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,4.0,,,1.0,50,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,4.0,1.0,59,4
1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,,1.0,,3.0,20.0,54,6
2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,6.0,99,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,,58,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,3.0,5.0,38,7
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,1.0,3.0,3.0,6.0,26,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,43,3
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,3.0,1.0,32.0,27,6
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,,1.0,98.0,24,2
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,4.0,,2.0,1.0,40,7
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,3.0,1.0,1.0,2.0,27,4
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,10.0,24,6
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,,3.0,1.0,27,5
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,2.0,2.0,5.0,,67,5
2.0,1.0,1.0,2.0,2.0,2.0,1.0,,4.0,2.0,,,24.0,31,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,25.0,62,6
2.0,1.0,1.0,2.0,2.0,1.0,2.0,,5.0,1.0,,,10.0,63,5
2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,1.0,,,23,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,99,99
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,3.0,3.0,48,8
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,80,3
2.0,1.0,2.0,1.0,2.0,2.0,2.0,,3.0,,4.0,,10.0,68,3
1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,3.0,24.0,37,4
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,22,3
2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,5.0,3.0,,54,3
2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,5.0,6.0,34,1
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,69,4
1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,,3.0,8.0,34,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,1.0,,2.0,65.0,37,6
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,3.0,5.0,4.0,70.0,21,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,,65,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,2.0,38,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,8.0,60,5
2.0,2.0,8.0,2.0,2.0,2.0,2.0,,,,,,3.0,68,7
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,5.0,3.0,38,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,57,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,24.0,52,4
2.0,1.0,2.0,1.0,1.0,2.0,2.0,,5.0,,3.0,1.0,6.0,25,3
1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,2.0,,55,6
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,3.0,8.0,45,5
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,27,7
1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,3.0,6.0,31,7
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,4.0,3.0,10.0,35,5
2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,,,3.0,8.0,28,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,24.0,55,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,96.0,56,4
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,3.0,,30,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,32,1
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,,59,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,36.0,99,6
2.0,2.0,1.0,2.0,2.0,8.0,1.0,,,2.0,,,5.0,52,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,5.0,,44,3
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,,1.0,30.0,67,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,6.0,76,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,8.0,83,8
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,5.0,58,3
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,3.0,2.0,3.0,22,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,3.0,40,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,5.0,83,2
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,5.0,96.0,24,98
2.0,1.0,2.0,1.0,1.0,2.0,2.0,,5.0,,5.0,1.0,,21,3
1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,,1.0,10.0,42,5
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,15.0,59,5
1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,1.0,5.0,10.0,67,7
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,4.0,20.0,65,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,5.0,1.0,,1.0,1.0,43,6
2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,3.0,3.0,3.0,40.0,44,8
1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,,2.0,3.0,51,6
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,10.0,26,8
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,1.0,56,5
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,43,6
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,3.0,3.0,49,6
2.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,,,3.0,37,6
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,1.0,,,5.0,58,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,3.0,7.0,28,7
2.0,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,,,4.0,2.0,34,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,4.0,,3.0,52.0,59,4
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,3.0,1.0,,3.0,15.0,46,7
2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,2.0,25.0,56,7
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,3.0,,60,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,,28,6
1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,1.0,,40,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,,25,6
1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,51,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,12.0,21,5
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,,44,3
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,3.0,,5.0,,40,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,3.0,2.0,1.0,96.0,27,6
1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,,2.0,,4.0,8.0,72,99
1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,,23,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,50.0,70,8
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,3.0,,51,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,5.0,,68,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,4.0,1.0,5.0,3.0,2.0,66,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,87,2
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,3.0,3.0,40,3
1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,,1.0,9.0,29,3
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,1.0,10.0,69,7
1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,,3.0,,34,2
1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,,3.0,97.0,45,5
1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,4.0,,1.0,,25,4
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,,59,2
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,65,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,70,7
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,5.0,,3.0,45.0,53,5
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,5.0,2.0,5.0,1.0,50.0,28,4
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,2.0,,,1.0,55,2
1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,,5.0,,3.0,20.0,60,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,4.0,,5.0,20.0,61,8
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,6.0,35,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,24,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,,23,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,26,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,19,3
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,1.0,,,5.0,68,5
2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,5.0,5.0,5.0,3.0,26,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,,51,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,,42,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,4.0,3.0,47,6
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,3.0,,62,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,5.0,63,7
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,33,8
2.0,1.0,2.0,1.0,1.0,2.0,2.0,,3.0,,1.0,1.0,,30,4
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,1.0,49,4
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,2.0,5.0,36,8
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,4.0,2.0,25,4
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,4.0,,,7.0,58,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,,65,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,57,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,82,4
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,3.0,,3.0,30.0,61,8
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,3.0,32,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,4.0,40.0,48,4
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,5.0,4.0,35,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,5.0,10.0,55,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,3.0,61,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,99.0,32,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,10.0,47,6
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,3.0,2.0,5.0,18,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,6.0,60,5
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,3.0,,36,6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,6.0,48,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,99,4
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,2.0,38,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,66,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,6.0,32,4
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,5.0,80,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,20.0,89,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,1.0,51,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,3.0,44,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,25.0,62,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,3.0,1.0,96.0,59,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,68,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,12.0,21,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,69,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,73,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,4.0,,60,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,10.0,70,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,3.0,1.0,3.0,8.0,24,6
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,3.0,16.0,26,6
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,6.0,25,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,52,2
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,1.0,98.0,27,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,20,4
2.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,,2.0,,5.0,29,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,,65,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,80.0,24,2
2.0,1.0,1.0,2.0,2.0,2.0,2.0,,5.0,3.0,,,2.0,64,5
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,3.0,54,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,3.0,10.0,56,8
1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,3.0,5.0,11.0,28,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,4.0,29,3
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,3.0,3.0,56,4
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,5.0,4.0,66,8
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,2.0,,3.0,6.0,62,5
2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,10.0,76,6
1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,,2.0,7.0,40,8
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,1.0,,1.0,4.0,30,2
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,8.0,,3.0,98.0,75,8
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,3.0,12.0,28,6
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,5.0,1.0,,3.0,2.0,47,6
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,3.0,3.0,40.0,23,3
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,3.0,25.0,51,6
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,3.0,13.0,35,8
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,2.0,,3.0,15.0,28,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,98.0,30,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,8.0,43,7
1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,,2.0,4.0,50,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,4.0,75,2
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,13.0,21,6
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,4.0,3.0,20,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,30.0,80,8
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,97.0,82,8
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,2.0,45,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,6.0,77,7
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,2.0,,1.0,4.0,32,3
